LAT;LON;YEAR;DOY;PRECTOT;WS2M;RH2M;T2MDEW;PS;ALLSKY;T2M
50.09881;18.47511;2015;20;0.1;1.25;93.35;-1.32;98.17;2.34;-0.4
50.09881;18.47511;2015;21;0.09;1.18;94.87;-0.84;98.39;1.7;-0.13
50.09881;18.47511;2015;22;0.6;1.75;97.9;0.44;98.48;1.8;0.75
50.09881;18.47511;2015;23;0.44;2.52;95.59;-0.63;98.7;1.27;-0.02
50.09881;18.47511;2015;24;3.39;3.63;91.95;-2.54;98.62;1.33;-1.47
50.09881;18.47511;2015;25;5.45;3.61;90.88;-3.17;98.84;-99;-1.95
50.09881;18.47511;2015;26;0.44;1.76;89.1;-4.51;99.09;2.11;-3.01
50.09881;18.47511;2015;27;2.43;3.35;94.41;-3.43;98.16;1.8;-2.59
50.09881;18.47511;2015;28;0.17;2.97;90.78;-2.92;98.06;2.09;-1.61
50.09881;18.47511;2015;29;0.83;5.06;89.43;-3;96.46;2.55;-1.52
50.09881;18.47511;2015;30;6.24;3.69;92.36;-1.59;94.72;1.71;-0.46
50.09881;18.47511;2015;31;0.6;3.68;87.7;-4.5;95.08;3.46;-2.83
50.09881;18.47511;2015;32;0.01;2.59;91.97;-5.38;96.04;4.51;-4.3
50.09881;18.47511;2015;33;0.05;1.69;91.81;-5.06;96.58;3.09;-3.99
50.09881;18.47511;2015;34;0.09;2.74;88.55;-4.56;97.19;5.34;-3
50.09881;18.47511;2015;35;0.36;1.64;89.66;-5.39;97.9;3.62;-4.03
50.09881;18.47511;2015;36;0.15;2.36;91.65;-5.26;98.96;4.75;-4.24
50.09881;18.47511;2015;37;0.06;4.37;84.95;-6.57;99.39;2.07;-4.69
50.09881;18.47511;2015;38;0.16;2.8;85.84;-6.46;99.08;5.89;-4.58
50.09881;18.47511;2015;39;3.38;5.93;87.13;-4.23;97.95;3.53;-2.35
50.09881;18.47511;2015;40;5.77;4.11;96.05;-3.54;98.38;2.42;-2.71
50.09881;18.47511;2015;41;2.67;3.12;97.22;0.32;99.14;2.51;0.69
50.09881;18.47511;2015;42;0.45;1.32;91.17;-1.12;99.54;2.08;0.16
50.09881;18.47511;2015;43;0.03;2.94;92.67;-2.26;99.48;7.45;-1.16
50.09881;18.47511;2015;44;0;3.41;87.2;-3.76;99.17;8.08;-1.92
50.09881;18.47511;2015;45;0;2.7;88.03;-3.36;98.66;8.37;-1.53
50.09881;18.47511;2015;46;0;1.96;86.85;-2.55;98.87;8.53;-0.54
50.09881;18.47511;2015;47;0.03;4.42;85.52;-4.35;99.56;2.22;-2.35
50.09881;18.47511;2015;48;0;2.82;85.35;-5.48;100.2;8.96;-3.26
50.09881;18.47511;2015;49;0.15;1.88;87.04;-4.27;100.63;3.28;-2.2
50.09881;18.47511;2015;50;0;2.33;89.98;-2.29;99.82;5.37;-0.88
50.09881;18.47511;2015;51;0.01;4.14;86.64;-2;98.78;9.44;-0.02
50.09881;18.47511;2015;52;0;4.39;81.96;-1.2;97.39;7.13;1.59
50.09881;18.47511;2015;53;0.28;1.94;90.11;0.88;97.62;8.29;2.37
50.09881;18.47511;2015;54;0.35;2.78;93.8;1.87;97.36;8.63;2.92
50.09881;18.47511;2015;55;1.92;1.83;89.58;1.81;97.58;5.49;3.36
50.09881;18.47511;2015;56;5.32;2.69;91.8;1.28;98.46;4.13;2.46
50.09881;18.47511;2015;57;3.9;2.41;98.01;1.57;98.78;3.14;1.85
50.09881;18.47511;2015;58;0.2;1.74;90.62;1.53;98.35;5.45;2.96
50.09881;18.47511;2015;59;0.14;1.41;91.05;0.7;98.68;4.5;2.01
50.09881;18.47511;2015;60;0.38;3.75;88.79;0.78;98.04;7.26;2.47
50.09881;18.47511;2015;61;3.27;4.31;88.13;1.15;97.28;3.31;3.15
50.09881;18.47511;2015;62;1.56;4.37;76.26;-2.41;98.47;4.64;1.28
50.09881;18.47511;2015;63;1.79;4.27;74.39;-2.61;98.9;7.26;1.42
50.09881;18.47511;2015;64;0.41;2.1;85.83;-1.69;99.64;4.96;0.4
50.09881;18.47511;2015;65;0.05;1.08;77.43;-2.46;100.17;8.6;1
50.09881;18.47511;2015;66;0.04;1.26;82.77;0.12;100.21;8.63;2.8
50.09881;18.47511;2015;67;0;3.04;72.96;-0.57;99.86;11.77;3.86
50.09881;18.47511;2015;68;0;3.53;70.4;-1.47;99.62;11.99;3.4
50.09881;18.47511;2015;69;0;1.48;68.65;-0.51;99.37;12.6;4.82
50.09881;18.47511;2015;70;3.75;3.49;93.81;1.28;99.14;2.65;2.21
50.09881;18.47511;2015;71;0.61;4.29;83.48;-0.07;99.41;5.75;2.42
50.09881;18.47511;2015;72;2.49;3.25;92.9;0.52;99.16;3.32;1.52
50.09881;18.47511;2015;73;3.96;2.29;94.56;0.52;99.27;4.59;1.29
50.09881;18.47511;2015;74;0.39;2.7;85.22;2.03;100.03;11.65;4.32
50.09881;18.47511;2015;75;0.03;3.35;83.21;3.17;100.3;13.63;5.87
50.09881;18.47511;2015;76;0;3.24;75.34;1.72;100.21;14.27;5.85
50.09881;18.47511;2015;77;0;2.99;68.6;-2.51;99.81;14.73;2.65
50.09881;18.47511;2015;78;0;2.37;74.6;-2.04;99.59;14.4;1.99
50.09881;18.47511;2015;79;0;1.87;72.3;-0.98;99.27;14.93;3.55
50.09881;18.47511;2015;80;0;3.02;70.32;0.63;98.36;15.17;5.67
50.09881;18.47511;2015;81;0.18;3.3;78.54;-1.85;99.06;5.72;1.64
50.09881;18.47511;2015;82;0.02;1.92;75.38;-2.02;98.79;15.65;2.01
50.09881;18.47511;2015;83;0.01;4.12;77.93;2.87;98.08;15.65;6.56
50.09881;18.47511;2015;84;0.03;2.22;79.32;6.02;97.95;14.97;9.48
50.09881;18.47511;2015;85;2.88;3.02;84.48;8.4;97.67;5.06;10.92
50.09881;18.47511;2015;86;5.68;2.45;93.47;5.15;98.02;3.56;6.23
50.09881;18.47511;2015;87;0.38;2.91;82.35;1.93;98.56;6.18;4.66
50.09881;18.47511;2015;88;1.29;3.73;89.15;4.14;97.51;11.02;6.08
50.09881;18.47511;2015;89;6.92;6.04;77.56;3.08;96.56;8.62;6.91
50.09881;18.47511;2015;90;5.28;6.58;85.01;2.22;96.66;3.67;4.84
50.09881;18.47511;2015;91;1.82;6.74;76.56;-0.56;97.26;7.19;3.14
50.09881;18.47511;2015;92;5.09;4.88;87.36;-0.65;97.49;4.23;1.23
50.09881;18.47511;2015;93;2.02;4.2;80.34;-1.14;98.29;8.13;1.85
50.09881;18.47511;2015;94;0.64;1.83;74.6;-1.9;98.26;11.17;2.11
50.09881;18.47511;2015;95;0.66;2.37;80.05;-1.74;98.72;7.43;1.29
50.09881;18.47511;2015;96;2.09;2.26;83.16;-2.07;99.18;7.81;0.43
50.09881;18.47511;2015;97;0.17;3.35;78.06;-0.03;99.75;14.59;3.45
50.09881;18.47511;2015;98;1.83;3.47;81.18;3.83;99.55;5.55;6.81
50.09881;18.47511;2015;99;0.04;2.32;68.8;1.45;99.89;18.26;6.86
50.09881;18.47511;2015;100;0;2.86;74;4.9;99.37;18.68;9.44
50.09881;18.47511;2015;101;0.07;2.99;70.11;6.39;98.98;18.06;11.9
50.09881;18.47511;2015;102;0.07;2.83;66.09;4.49;99.58;16.41;10.94
50.09881;18.47511;2015;103;0.39;4.39;68.28;3.4;99.25;10.29;9.09
50.09881;18.47511;2015;104;0.01;3;63.73;0.27;99.34;17.87;6.72
50.09881;18.47511;2015;105;0;3.48;71.58;7.57;98.48;16.06;12.71
50.09881;18.47511;2015;106;0.08;2.92;70.17;7.24;98.09;12.24;12.61
50.09881;18.47511;2015;107;0.69;2.13;67.55;2.27;98.13;13.63;7.92
50.09881;18.47511;2015;108;0.47;3.26;75.41;-0.12;98.82;6.8;3.82
50.09881;18.47511;2015;109;0.08;2.29;66.31;0.67;98.94;12.91;6.53
50.09881;18.47511;2015;110;0.01;4.51;63.09;1.32;98.78;15.27;7.96
50.09881;18.47511;2015;111;0;3.7;61.51;1.72;98.96;19.85;8.84
50.09881;18.47511;2015;112;0;1.14;65.68;3.4;99.1;21.05;9.49
50.09881;18.47511;2015;113;0;1.35;67.7;5.06;98.7;21.32;10.88
50.09881;18.47511;2015;114;0.15;1.52;66.11;7.01;98.35;18.71;13.24
50.09881;18.47511;2015;115;0;3.08;65.44;8.17;98.15;20.43;14.61
50.09881;18.47511;2015;116;1.99;1.93;78.86;10.37;97.88;11.15;13.98
50.09881;18.47511;2015;117;0.25;3.54;71.43;10.7;97.44;17.96;15.88
50.09881;18.47511;2015;118;18.45;3.6;82.33;8.96;97.49;7.64;12.13
50.09881;18.47511;2015;119;0.3;2.85;68.68;1.88;98.86;14.01;7.25
50.09881;18.47511;2015;120;0;2.19;70.1;4.1;98.57;19.41;9.37
50.09881;18.47511;2015;121;1.11;2.34;78.14;5.95;97.81;7.2;9.58
50.09881;18.47511;2015;122;0.58;1.77;66.28;3.97;97.98;15.5;10.06
50.09881;18.47511;2015;123;0.12;1.93;62.97;4.61;98.25;20.85;11.68
50.09881;18.47511;2015;124;0.78;2.33;77.57;11.24;98.1;11.11;15.22
50.09881;18.47511;2015;125;0.02;2.72;79.27;14.21;98.01;16.02;17.92
50.09881;18.47511;2015;126;14.54;2.63;88.96;13.08;98.19;4.45;14.9
50.09881;18.47511;2015;127;0.07;2.69;68.37;7.56;98.65;18.83;13.28
50.09881;18.47511;2015;128;0.12;0.98;61.73;5.46;98.86;18.68;12.63
50.09881;18.47511;2015;129;2.33;1.09;70.84;9.46;98.69;16.14;14.75
50.09881;18.47511;2015;130;1.54;3.71;71.67;8.13;99.09;13.84;13.27
50.09881;18.47511;2015;131;0.02;1.57;62.67;4.51;99.69;22.07;11.39
50.09881;18.47511;2015;132;0;3.81;61.91;6.75;99.07;23.61;14.1
50.09881;18.47511;2015;133;0.89;2.34;59.24;6.46;98.59;21.76;14.43
50.09881;18.47511;2015;134;1.99;2.17;64.44;4.97;97.92;7.7;11.48
50.09881;18.47511;2015;135;0;1.19;56.74;3.78;98.38;18.64;12.11
50.09881;18.47511;2015;136;0.04;1.95;56.95;5.72;98.8;22.83;14.23
50.09881;18.47511;2015;137;0.34;3.12;62.66;5.22;99;18.14;12.27
50.09881;18.47511;2015;138;0;2.53;61.19;6.27;98.47;24.46;13.93
50.09881;18.47511;2015;139;2.58;2.82;70.15;11.93;97.8;17.83;17.47
50.09881;18.47511;2015;140;7.84;2.38;85.96;12.39;97.99;12.17;14.8
50.09881;18.47511;2015;141;5.89;3;83.19;8.11;98.86;6.36;10.83
50.09881;18.47511;2015;142;0.2;2.93;71.64;7.8;99.13;10.37;12.78
50.09881;18.47511;2015;143;4.84;3.22;81.71;9.1;98.61;7.83;12.12
50.09881;18.47511;2015;144;4.46;2.37;83.27;9.44;98.69;8.27;12.16
50.09881;18.47511;2015;145;1.94;1.67;82.57;10.63;98.21;10.34;13.56
50.09881;18.47511;2015;146;8.9;3.27;85.03;10.56;97.98;3.7;13.05
50.09881;18.47511;2015;147;0.42;4.12;65.69;4.75;98.52;8.11;10.94
50.09881;18.47511;2015;148;0.02;1.71;63.22;4.72;98.62;7.96;11.46
50.09881;18.47511;2015;149;0.22;2.54;68.93;8.47;98.27;21.57;14.33
50.09881;18.47511;2015;150;1.51;3.42;68.61;10.26;98.23;20.06;16.05
50.09881;18.47511;2015;151;0;1.55;61.21;6.74;98.77;23.12;14.18
50.09881;18.47511;2015;152;0.23;2.72;67.45;12.22;98.62;21.66;18.53
50.09881;18.47511;2015;153;0.7;2.44;71.57;14.55;98.72;20.97;19.83
50.09881;18.47511;2015;154;0;3.16;60.11;14.44;98.88;24.01;22.62
50.09881;18.47511;2015;155;0;2.57;57.13;9;99.56;21.67;17.67
50.09881;18.47511;2015;156;0;2.5;54.44;7.88;99.5;26.77;17.19
50.09881;18.47511;2015;157;0;1.98;56.4;11.78;99.24;26.37;20.83
50.09881;18.47511;2015;158;0.03;2.54;59.52;13.52;99.38;25.02;21.85
50.09881;18.47511;2015;159;1.48;3.4;72.38;11.98;99.24;15.76;16.98
50.09881;18.47511;2015;160;0.95;3.91;70.25;10.56;99.1;14.56;15.97
50.09881;18.47511;2015;161;0.06;2.59;65.31;10.27;99.32;17.02;16.83
50.09881;18.47511;2015;162;0.02;1.59;60.28;11.49;99;18.5;19.44
50.09881;18.47511;2015;163;1.65;3.17;60.48;14.72;98.44;23.57;22.78
50.09881;18.47511;2015;164;2.09;1.87;59.08;15.68;97.99;25.15;24.17
50.09881;18.47511;2015;165;1.86;1.84;62.44;15.26;97.93;22.94;22.83
50.09881;18.47511;2015;166;4.92;2.71;78.3;13.71;98.14;4.62;17.7
50.09881;18.47511;2015;167;0;2.85;51.03;5.07;98.78;19.46;15.13
50.09881;18.47511;2015;168;0.09;2.07;53.76;5.17;98.93;13.24;14.42
50.09881;18.47511;2015;169;0.53;1.81;58.35;7.21;98.35;15.47;15.63
50.09881;18.47511;2015;170;7.5;2.54;69.68;8.81;98.19;8.86;14.46
50.09881;18.47511;2015;171;2.31;1.49;69.72;7.11;98.41;14.35;12.48
50.09881;18.47511;2015;172;3.58;2.05;72.85;8.12;98.52;14.36;12.87
50.09881;18.47511;2015;173;2.52;3.19;71.23;9.7;98.2;13.21;15.02
50.09881;18.47511;2015;174;3.86;3.27;71.49;8.83;97.87;7.21;14.05
50.09881;18.47511;2015;175;0.29;2;58.13;6.54;98.83;15.57;14.67
50.09881;18.47511;2015;176;0.02;1.41;53.99;6.45;99.21;15.3;15.72
50.09881;18.47511;2015;177;0.01;1.33;52.27;8.6;98.88;18.89;18.6
50.09881;18.47511;2015;178;0.53;1.83;63.82;11.57;98.49;11.52;18.55
50.09881;18.47511;2015;179;6.54;2.06;82.73;13.67;98.75;8.52;16.6
50.09881;18.47511;2015;180;0.22;1.78;65.75;10.57;99.07;11.55;17.06
50.09881;18.47511;2015;181;0.65;0.87;52.56;10.25;99.05;22.54;20.32
50.09881;18.47511;2015;182;0.01;1.64;52.32;11.28;99.21;22.77;21.46
50.09881;18.47511;2015;183;0;2.13;50.81;11.06;99.48;23.09;21.68
50.09881;18.47511;2015;184;0;2.1;46.59;10.75;99.64;26.32;22.8
50.09881;18.47511;2015;185;0;1.61;44.02;12.35;99.24;25.97;25.5
50.09881;18.47511;2015;186;0;1.33;39.49;12.46;98.74;25.43;27.5
50.09881;18.47511;2015;187;0.27;3.06;47.98;13.7;98.65;22.65;25.67
50.09881;18.47511;2015;188;0.08;1.64;44.01;12.45;98.43;25.86;25.8
50.09881;18.47511;2015;189;9.69;3.21;69.16;16.28;97.79;9.22;22.29
50.09881;18.47511;2015;190;1.08;3.31;54.95;8.37;98.3;14.22;17.66
50.09881;18.47511;2015;191;0;3.72;47.64;3.58;98.86;15.38;14.58
50.09881;18.47511;2015;192;0;2.26;43.74;4.69;98.7;25.87;17.22
50.09881;18.47511;2015;193;0.85;1.72;47.93;9.22;98.45;23.14;20.87
50.09881;18.47511;2015;194;5.93;2.83;71.85;12.97;98.38;8.79;18.13
50.09881;18.47511;2015;195;2.01;2.71;68.25;13.58;98.35;11.21;19.59
50.09881;18.47511;2015;196;1.25;2.79;62.91;12.64;98.68;16.39;19.97
50.09881;18.47511;2015;197;0.03;1.26;50.29;11.72;98.84;19.8;22.64
50.09881;18.47511;2015;198;0.83;1.61;46.26;13.64;98.65;22.99;26.08
50.09881;18.47511;2015;199;1.89;2.7;43.74;13.95;98.48;21.63;27.65
50.09881;18.47511;2015;200;1.37;2.59;54.27;16.63;98.12;18.78;26.75
50.09881;18.47511;2015;201;2.24;3;53.02;12.15;98.29;22.68;22.58
50.09881;18.47511;2015;202;0.08;2.03;48.02;13.75;98.41;17.24;25.74
50.09881;18.47511;2015;203;0.01;1.05;44.98;15.02;98.37;23.69;28.12
50.09881;18.47511;2015;204;1.44;2.93;57.62;15.83;98.25;15.98;24.76
50.09881;18.47511;2015;205;1.06;2.28;54.71;14.44;98.34;20.5;24.24
50.09881;18.47511;2015;206;2.68;3.7;61.2;17.01;97.68;14.76;25.06
50.09881;18.47511;2015;207;2.41;2.73;48.4;7.83;98.2;18.84;19.12
50.09881;18.47511;2015;208;1.1;3.1;55.19;9.32;97.63;10.06;18.51
50.09881;18.47511;2015;209;0.78;3.45;52.38;9.81;97.7;15.98;19.85
50.09881;18.47511;2015;210;1.65;3.12;47.49;8.37;97.85;14.61;20.04
50.09881;18.47511;2015;211;0.11;2.95;45.98;6.1;98.23;22.46;18.3
50.09881;18.47511;2015;212;0.01;2.24;42.75;4.74;98.71;19.34;17.52
50.09881;18.47511;2015;213;0;2.03;40.79;6.07;98.79;22.13;19.86
50.09881;18.47511;2015;214;0.25;0.93;39.74;7.69;98.89;11.54;22.09
50.09881;18.47511;2015;215;0.18;1.1;39.44;9.71;98.88;22.51;24.54
50.09881;18.47511;2015;216;0.16;1.6;45.95;13.75;98.53;21.48;26.31
50.09881;18.47511;2015;217;0.49;2.3;54.28;15.14;98.69;21.94;24.99
50.09881;18.47511;2015;218;0.24;1.34;47.88;14.69;98.78;21.62;26.64
50.09881;18.47511;2015;219;0.01;1.84;40.35;13.57;98.82;22.19;28.36
50.09881;18.47511;2015;220;0;2.36;38.22;13.7;98.77;20.01;29.41
50.09881;18.47511;2015;221;0.02;1.16;38.2;13.34;98.69;20.57;29.08
50.09881;18.47511;2015;222;0.62;1.7;41.47;14.49;98.54;20.6;28.91
50.09881;18.47511;2015;223;0.19;1.57;40.66;14.58;98.47;19.97;29.36
50.09881;18.47511;2015;224;1.03;1.73;39.04;13.76;98.69;18.32;29.17
50.09881;18.47511;2015;225;0.12;2.41;43.3;13.48;98.72;19.89;27.07
50.09881;18.47511;2015;226;0.66;3.1;46.47;14.42;98.26;20.91;26.85
50.09881;18.47511;2015;227;2.98;1.77;45.01;14.67;97.84;16.77;27.76
50.09881;18.47511;2015;228;2.75;1.59;63.27;16.24;97.9;6.63;23.69
50.09881;18.47511;2015;229;5.02;2.89;70.26;15.33;97.84;6;21.13
50.09881;18.47511;2015;230;3.65;3.79;60.5;13.31;98.16;18.86;21.49
50.09881;18.47511;2015;231;0.37;4.14;42.69;5.74;98.67;21.1;18.92
50.09881;18.47511;2015;232;0;3.77;38.16;3.78;99.19;21.04;18.28
50.09881;18.47511;2015;233;0;2.86;40.18;4.85;99.37;18.26;18.64
50.09881;18.47511;2015;234;0.35;2.84;49.79;7.33;99.09;12.8;17.97
50.09881;18.47511;2015;235;0.24;2.04;52.52;9.36;98.59;17.33;19.36
50.09881;18.47511;2015;236;0;3.9;51.77;11.07;98.33;16.35;21.37
50.09881;18.47511;2015;237;3.33;2.68;60.24;10.5;98.57;4.73;18.44
50.09881;18.47511;2015;238;0;0.97;44.23;7.24;98.97;19.25;19.79
50.09881;18.47511;2015;239;0;3.01;46.24;9.65;98.6;18.05;21.88
50.09881;18.47511;2015;240;0.06;3.2;52.51;14.08;98.62;17.34;24.46
50.09881;18.47511;2015;241;0.65;1.68;61.25;14.49;99.33;11.84;22.34
50.09881;18.47511;2015;242;0;2.52;46.08;13.53;99;18.09;26.09
50.09881;18.47511;2015;243;0;2.95;40.97;12.5;98.46;18.51;26.86
50.09881;18.47511;2015;244;0;2.74;40.87;11.83;97.86;18.6;26.18
50.09881;18.47511;2015;245;1.08;2.9;58.94;10.03;98.36;7.48;18.49
50.09881;18.47511;2015;246;0.24;1.48;45.84;7.34;98.41;14.73;19.38
50.09881;18.47511;2015;247;13.01;2.25;64.07;10.13;98.25;8.16;17.14
50.09881;18.47511;2015;248;0.11;2.47;56.09;7.61;98.14;14.03;16.42
50.09881;18.47511;2015;249;2.83;4.7;66.02;6.92;98.23;9.96;13.19
50.09881;18.47511;2015;250;1.04;4.01;64.08;5.95;98.73;11.92;12.68
50.09881;18.47511;2015;251;0.4;2.48;57.24;4.3;99.01;10.85;12.61
50.09881;18.47511;2015;252;0.94;1.31;65.96;6.48;99.18;10.38;12.69
50.09881;18.47511;2015;253;1.98;3.11;62.28;6.96;99.2;10.99;14.12
50.09881;18.47511;2015;254;2.53;2.09;68.57;9.84;99.12;11.44;15.61
50.09881;18.47511;2015;255;0.07;1.76;64.81;9.45;99.01;14.15;16.09
50.09881;18.47511;2015;256;0;2.71;54.86;8.32;98.76;15.52;17.47
50.09881;18.47511;2015;257;0.89;4.98;54.24;10.19;98.01;11.21;19.77
50.09881;18.47511;2015;258;4.6;1.66;78.59;14.42;98.15;10.5;18.39
50.09881;18.47511;2015;259;0.27;2.95;67.91;14.58;97.65;11.09;20.71
50.09881;18.47511;2015;260;0.03;3.92;54.83;14.08;97.46;15.09;23.72
50.09881;18.47511;2015;261;2.87;1.6;54.97;9.72;98.6;5.77;19.06
50.09881;18.47511;2015;262;1.75;1.16;72.02;11.68;98.95;9.99;16.74
50.09881;18.47511;2015;263;0.85;2.69;71.3;8.69;98.71;6.13;13.98
50.09881;18.47511;2015;264;0.03;1.68;60.35;4.96;98.59;9.67;12.49
50.09881;18.47511;2015;265;0;2.5;53.06;3.95;98.08;14;13.29
50.09881;18.47511;2015;266;0.01;1.95;60.96;8.45;97.91;8.4;16
50.09881;18.47511;2015;267;0.04;2.53;69.4;9.05;98.67;7.29;14.57
50.09881;18.47511;2015;268;0.99;3.47;56.81;6.98;98.69;6.59;15.51
50.09881;18.47511;2015;269;4.33;2.86;80.34;8.64;99.02;4.27;11.96
50.09881;18.47511;2015;270;0.05;2.82;64.18;4.96;99.63;7.25;11.5
50.09881;18.47511;2015;271;0;2.65;60.42;3.25;100.12;11.19;10.63
50.09881;18.47511;2015;272;0.04;3.19;63.88;4.15;100.28;9.54;10.73
50.09881;18.47511;2015;273;0.01;2.84;61.51;2.36;100.32;6.8;9.42
50.09881;18.47511;2015;274;0;1.67;65.93;2.67;100.15;13.08;8.66
50.09881;18.47511;2015;275;0;1.4;58.12;3.11;99.68;12.64;11.02
50.09881;18.47511;2015;276;0;3.36;63.6;6.24;98.98;12.47;13.11
50.09881;18.47511;2015;277;0.01;2.71;67.28;9.75;98.57;11.49;15.78
50.09881;18.47511;2015;278;0.16;1.54;65.51;8.51;98.54;11.29;14.93
50.09881;18.47511;2015;279;0;1.71;66.24;8.41;98.24;9.59;14.65
50.09881;18.47511;2015;280;0.02;4.08;67.5;5.67;98.44;7.72;12.05
50.09881;18.47511;2015;281;1.18;1.68;67.54;3.62;98.71;10.77;9.67
50.09881;18.47511;2015;282;0.41;2.73;59.11;-1.02;99.04;7.96;6.72
50.09881;18.47511;2015;283;0.13;3.99;47.28;-4.99;99.05;10.85;5.23
50.09881;18.47511;2015;284;0.01;5;48.62;-6.11;98.82;7.9;3.46
50.09881;18.47511;2015;285;2.35;3.5;81.31;-1.4;98.81;2.66;1.44
50.09881;18.47511;2015;286;0.13;1.08;80.56;0.66;98.86;3.19;3.73
50.09881;18.47511;2015;287;3.22;2.55;91.61;4.61;98.7;2.69;5.88
50.09881;18.47511;2015;288;13.39;2.94;94.84;6.38;98.47;2.9;7.29
50.09881;18.47511;2015;289;8.79;1.82;88.76;10.12;98.5;6.45;11.94
50.09881;18.47511;2015;290;2.55;1.17;87.29;7.84;98.68;3.04;9.88
50.09881;18.47511;2015;291;0.45;1.33;78.64;3.3;98.78;6.34;6.75
50.09881;18.47511;2015;292;0.09;1.96;75.69;3.3;98.78;6.83;7.28
50.09881;18.47511;2015;293;0.59;2.27;85.45;3.6;98.64;2.18;5.83
50.09881;18.47511;2015;294;2.41;2.1;90.38;5.41;98.61;3.27;6.85
50.09881;18.47511;2015;295;0.31;1.58;80.61;3.4;98.51;2.93;6.48
50.09881;18.47511;2015;296;0.61;3.03;78.83;5.18;98.89;3.08;8.69
50.09881;18.47511;2015;297;0;1.54;77.27;3.96;99.17;7.11;7.66
50.09881;18.47511;2015;298;0.1;2.72;86.1;5.38;99.1;3.65;7.56
50.09881;18.47511;2015;299;0.12;1.12;82.33;3.97;99.5;5.64;6.88
50.09881;18.47511;2015;300;0;1.91;74.26;1.94;99.31;7.67;6.28
50.09881;18.47511;2015;301;0;1.99;66.96;1.2;98.84;7.52;7.16
50.09881;18.47511;2015;302;0.01;1.72;82.31;5.35;98.86;5.39;8.17
50.09881;18.47511;2015;303;0.03;0.99;89.26;6.06;99.8;6.12;7.69
50.09881;18.47511;2015;304;0.04;1.8;85.3;4.35;100.44;4.95;6.63
50.09881;18.47511;2015;305;0;4.14;69.14;1.02;100.49;7.25;6.41
50.09881;18.47511;2015;306;0;3.36;59.83;-2.43;100.01;7.02;4.67
50.09881;18.47511;2015;307;0;2.68;68.25;-1.47;99.41;6.96;3.87
50.09881;18.47511;2015;308;0;1.94;73.08;0.61;99.05;6.7;5.04
50.09881;18.47511;2015;309;0;0.92;73.2;0.89;99.09;5.18;5.3
50.09881;18.47511;2015;310;0;1.09;79.32;3.63;99.28;4.06;7.13
50.09881;18.47511;2015;311;1.58;2.14;96.84;9.02;99.26;1.74;9.59
50.09881;18.47511;2015;312;0.27;3.44;82.65;8.24;99.43;5.79;11.26
50.09881;18.47511;2015;313;2.72;3.3;93.02;8.19;98.9;1.11;9.41
50.09881;18.47511;2015;314;0.85;4.53;78.99;8.84;98.64;1.54;12.37
50.09881;18.47511;2015;315;1.86;2.86;91.37;10.81;98.98;1.89;12.15
50.09881;18.47511;2015;316;0.04;2.8;85.85;6.85;99.33;2.44;9.11
50.09881;18.47511;2015;317;0.28;2.98;88.06;5.51;99.31;3.62;7.33
50.09881;18.47511;2015;318;3.39;4.66;74.19;2.71;98.98;4.82;7.16
50.09881;18.47511;2015;319;12.71;4.88;91.43;5.23;97.92;1.34;6.69
50.09881;18.47511;2015;320;2.86;1.55;96.33;6.95;98.23;1.76;7.56
50.09881;18.47511;2015;321;2.03;3.26;92.7;6.6;98.17;1.56;7.75
50.09881;18.47511;2015;322;3.42;5.34;82.44;7.22;97.97;2.26;10.19
50.09881;18.47511;2015;323;2.93;4.91;85.53;6.31;98.11;1.28;8.63
50.09881;18.47511;2015;324;9.11;2.78;92.1;5.25;97.21;1.88;6.46
50.09881;18.47511;2015;325;3.43;1.81;86.75;0.9;96.44;1.9;2.92
50.09881;18.47511;2015;326;0.26;1.18;89.78;-0.88;97.09;1.87;0.59
50.09881;18.47511;2015;327;0.83;2.28;88.17;-2.85;98.69;3.74;-1.2
50.09881;18.47511;2015;328;0.04;1.69;82.1;-4.21;99.19;3.59;-1.68
50.09881;18.47511;2015;329;0.14;3.33;80.67;-4.1;98.01;4.01;-1.31
50.09881;18.47511;2015;330;0.14;1.26;90.81;-2.5;98.1;2.19;-1.24
50.09881;18.47511;2015;331;0.04;1.55;88.99;-2.96;98.71;2.87;-1.46
50.09881;18.47511;2015;332;0.71;1.77;86.94;-2.64;97.96;2.45;-0.77
50.09881;18.47511;2015;333;0.85;4.04;91.14;-0.23;98.26;2.42;1.07
50.09881;18.47511;2015;334;5.56;4.7;88.39;2.05;98.07;2.05;3.83
50.09881;18.47511;2015;335;3.02;4.9;91.99;2.52;98.39;1.69;3.76
50.09881;18.47511;2015;336;2.74;2.45;100;3.03;99.38;1.38;3.15
50.09881;18.47511;2015;337;0.04;1.56;92.73;2.54;99.88;1.59;3.65
50.09881;18.47511;2015;338;0.1;4.4;91.9;1.51;99.75;3.7;2.72
50.09881;18.47511;2015;339;0.06;3.68;96.67;2.75;99.97;3.69;3.24
50.09881;18.47511;2015;340;0.03;5.93;88.5;0.99;99.66;3.61;2.71
50.09881;18.47511;2015;341;0.24;3.05;96.43;2.81;100.18;1.63;3.41
50.09881;18.47511;2015;342;0.09;2.31;96.14;2.53;100.39;1.28;3.08
50.09881;18.47511;2015;343;1.67;2.64;93.49;1.42;100.01;1.2;2.42
50.09881;18.47511;2015;344;0.51;1.84;91.37;1.05;100.36;2.41;2.46
